"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"
"2:42:07::"	"who"	"reiterate"	","	"her"	",_who"	"who_reiterate"	"reiterate_her"	"mrs._molvar_,_who"	",_who_reiterate"	"who_reiterate_her"	"reiterate_her_request"	"NNP"	"ε"	"WP"	"VB"	"VB"	"PRP$"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"mrs._molvar"	"keep"	"reiterate"	"her"	"request"	"that"	"they"	"please"	"take"	"a"	"stand"	"say"	"we"	"must"	"have"	"faith"	"in"	"somebody"	"on"	"the"	"local"	"level"	"and"	"it"	"would"	"n't"	"be"	"for"	"everyone"	"to"	"rush"	"to"	"a"	"school"	"to"	"get"	"their"	"children"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"been"	"pace"	"not"	"with"	"not_been"	"been_pace"	"pace_with"	"has_not_been"	"not_been_pace"	"been_pace_with"	"pace_with_this"	"VBZ"	"RB"	"VBN"	"VB"	"NN"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"talk"	"of"	"the"	"rapid"	"population"	"growth"	"upwards"	"of"	"babies"	"bear"	"daily"	"with"	"an"	"immigrant"	"enter"	"the"	"united_states"	"minutes"	"he"	"say"	"our"	"organization"	"has"	"not"	"been"	"keep"	"pace"	"with"	"this"	"challenge"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"that"	"the"	"thing"	"public"	"thing_that"	"that_the"	"the_public"	"only_thing_that"	"thing_that_the"	"that_the_public"	"the_public_at_bay"	"JJ"	"NN"	"WDT"	"VB"	"DT"	"JJ"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"unabashed"	"sexuality"	"of"	"so"	"many_of"	"paintings"	"be"	"not"	"the"	"only"	"thing"	"that"	"keep"	"the"	"public"	"at_bay"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:07::"	"that"	"cry"	"fellow"	"for"	"fellow_that"	"that_cry"	"cry_for"	"the_fellow_that"	"fellow_that_cry"	"that_cry_for"	"cry_for_``"	"DT"	"NN"	"WDT"	"VB"	"VB"	"VB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"audience"	"would"	"n't"	"let"	"her"	"leave"	"until"	"it"	"had"	"over"	"the"	"rainbow"	"although"	"the"	"fellow"	"that"	"keep"	"cry"	"for"	"get_happy"	"had_to"	"go_home"	"unhappy"	"about"	"that"	"item"	"anyway"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	","	"them"	"spot"	"under_control"	"spot_,"	",_them"	"them_under_control"	"out_of_the_way_spot_,"	"spot_,_them"	",_them_under_control"	"them_under_control_in"	"RB"	"NN"	"ε"	"VB"	"PRP"	"RB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"once"	"settle"	"we"	"be"	"careful"	"to"	"walk"	"dogs"	"in"	"an"	"out_of_the_way"	"spot"	"keep"	"them"	"under_control"	"in"	"the"	"room"	"and"	"feed"	"and"	"bench"	"them"	"where"	"they"	"can"	"n't"	"do"	"any"	"harm"	"to"	"the"	"furnishings"	"or"	"the"	"furniture"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"and"	"the"	"dean"	"pistol"	"dean_and"	"and_the"	"the_pistol"	"to_dean_and"	"dean_and_the"	"and_the_pistol"	"the_pistol_."	"TO"	"NNP"	"CC"	"VB"	"DT"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"hand"	"the"	"to"	"dean"	"and"	"keep"	"the"	"pistol"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:07::"	"he"	"go"	"∅"	"."	"∅_he"	"he_go"	"go_."	"∅_∅_he"	"∅_he_go"	"he_go_."	"go_._∅"	"ε"	"ε"	"PRP"	"VB"	"VB"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"keep"	"go"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"and"	"the"	"dean"	"pistol"	"dean_and"	"and_the"	"the_pistol"	"to_dean_and"	"dean_and_the"	"and_the_pistol"	"the_pistol_."	"TO"	"NNP"	"CC"	"VB"	"DT"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"hand"	"the"	"to"	"dean"	"and"	"keep"	"the"	"pistol"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"been"	"handy"	"having"	"in_case"	"having_been"	"been_handy"	"handy_in_case"	",_having_been"	"having_been_handy"	"been_handy_in_case"	"handy_in_case_of"	"ε"	"VBG"	"VBN"	"VB"	"JJ"	"RB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"sentry"	"saddled"	"horse"	"stand"	"nearby"	"having"	"been"	"keep"	"handy"	"in_case"	"of"	"need"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"be"	"a"	"must"	"safe"	"must_be"	"be_a"	"a_safe"	"bottles_must_be"	"must_be_a"	"be_a_safe"	"a_safe_distance"	"NNS"	"MD"	"VB"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"all"	"must"	"be"	"keep"	"a"	"safe"	"distance"	"away"	"from"	"the"	"pool"	"and"	"drinking_glasses"	"are"	"ban"	"in"	"favor"	"of"	"plastic"	"or"	"metal"	"cups"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"do"	"the"	"∅"	"grill"	"∅_do"	"do_the"	"the_grill"	"∅_∅_do"	"∅_do_the"	"do_the_grill"	"the_grill_high"	"ε"	"ε"	"VBP"	"VB"	"DT"	"NN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"keep"	"the"	"grill"	"high"	"enough"	"above"	"the"	"fire"	"so_that"	"when"	"fat"	"from"	"meat"	"drip"	"down"	"and"	"flare_up"	"flames"	"cannot"	"reach"	"the"	"meat"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"who"	"a"	"new_frontier"	"record"	"new_frontier_who"	"who_a"	"a_record"	"the_new_frontier_who"	"new_frontier_who_a"	"who_a_record"	"a_record_of"	"DT"	"NNP"	"WP"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"top"	"official"	"the"	"new_frontier"	"who"	"keep"	"a"	"record"	"of"	"his"	"first"	"weeks"	"on_the_job"	"here"	"give"	"this"	"report"	"of"	"his"	"experiences"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"``"	"alive"	"but"	"their"	"but_``"	"``_alive"	"alive_their"	"spirit_but_``"	"but_``_alive"	"``_alive_their"	"alive_their_attention"	"NN"	"CC"	"ε"	"VB"	"JJ"	"PRP$"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"these"	"women"	"whose"	"organization"	"grow"	"out"	"of"	"the"	"old"	"suffrage"	"movement"	"be"	"thomas_jefferson"	"dictum"	"that"	"one"	"must"	"cherish"	"the"	"people"	"spirit"	"but"	"keep"	"alive"	"their"	"attention"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"to"	"their"	"ahead"	"eyes"	"ahead_to"	"to_their"	"their_eyes"	"months_ahead_to"	"ahead_to_their"	"to_their_eyes"	"their_eyes_peeled"	"NNS"	"RB"	"TO"	"VB"	"PRP$"	"NNS"	"VBN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"cities"	"and"	"counties"	"interested"	"in"	"industrial"	"would"	"do_well"	"in"	"the"	"months"	"ahead"	"to"	"keep"	"their"	"eyes"	"peeled"	"toward"	"the"	"northwest"	"georgia"	"counties"	"that"	"be"	"members"	"of"	"the"	"coosa_valley_area_planning"	"and"	"development_commission"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
