"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"
"2:32:00::"	"or"	"the"	"confirm"	"reports"	"confirm_or"	"or_the"	"the_reports"	"to_confirm_or"	"confirm_or_the"	"or_the_reports"	"the_reports_that"	"TO"	"VB"	"CC"	"VB"	"DT"	"NNS"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"mayor"	"decline"	"in"	"two"	"with"	"reporters"	"yesterday"	"to"	"confirm"	"or"	"deny"	"the"	"reports"	"that"	"he"	"had"	"decide"	"to"	"run"	"and"	"want"	"mr._screvane"	"who"	"live"	"in"	"queens"	"to"	"replace"	"abe_stark"	"the"	"incumbent"	"as"	"the"	"candidate"	"for"	"president"	"of"	"the"	"city_council"	"and"	"mr._beame"	"who"	"live"	"in"	"brooklyn"	"to"	"replace"	"mr._gerosa"	"as"	"the"	"candidate"	"for"	"controller"	
"2:40:01::"	"are"	"the"	"apartments"	"right"	"apartments_are"	"are_the"	"the_right"	"of_apartments_are"	"apartments_are_the"	"are_the_right"	"the_right_of"	"IN"	"NNS"	"VBP"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"seem"	"rather"	"peculiar"	"residents"	"of"	"apartments"	"are"	"deny"	"the"	"right"	"of"	"provide"	"themselves"	"with"	"the"	"protection"	"and"	"companionship"	"of"	"dogs"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"sobbingly"	"this"	"diane"	"to"	"diane_sobbingly"	"sobbingly_this"	"this_to"	"∅_diane_sobbingly"	"diane_sobbingly_this"	"sobbingly_this_to"	"this_to_the"	"ε"	"NNP"	"RB"	"VB"	"DT"	"TO"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"sobbingly"	"deny"	"this"	"to"	"the"	"court"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:01::"	"to"	"person"	"as"	"the"	"as_to"	"to_person"	"person_the"	"restricting_as_to"	"as_to_person"	"to_person_the"	"person_the_stature"	"JJ"	"RB"	"TO"	"VB"	"NNP"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"important"	"as"	"be"	"person"	"essay"	"his"	"be"	"so"	"restricting"	"as"	"to"	"deny"	"person"	"the"	"stature"	"which"	"he"	"obviously"	"have"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"to"	"that"	"not"	"he"	"not_to"	"to_that"	"that_he"	"be_not_to"	"not_to_that"	"to_that_he"	"that_he_has"	"VB"	"RB"	"TO"	"VB"	"IN"	"PRP"	"VBZ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"that"	"not"	"to"	"deny"	"that"	"he"	"has"	"be"	"aware"	"of"	"tradition"	"of_course"	"that"	"he"	"is"	"steep"	"in"	"them"	"in_fact"	"or"	"that"	"he"	"has"	"deal"	"with"	"them"	"in"	"his"	"book"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"stubbornly"	"anti-semitic"	"in"	"feeling"	"in_stubbornly"	"stubbornly_anti-semitic"	"anti-semitic_feeling"	"person_in_stubbornly"	"in_stubbornly_anti-semitic"	"stubbornly_anti-semitic_feeling"	"anti-semitic_feeling_was"	"NNP"	"IN"	"RB"	"VB"	"JJ"	"NN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"might"	"be"	"contend"	"of_course"	"person"	"in"	"stubbornly"	"deny"	"anti-semitic"	"feeling"	"was"	"lie"	"or"	"insist"	"on"	"a"	"private"	"definition"	"of"	"anti-semitism"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"himself"	"it"	"person"	","	"person_himself"	"himself_it"	"it_,"	"for_person_himself"	"person_himself_it"	"himself_it_,"	"it_,_have"	"IN"	"NNP"	"PRP"	"VB"	"PRP"	"ε"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"story"	"no_doubt"	"apocryphal"	"person"	"himself"	"deny"	"it"	"have"	"him"	"sport"	"a"	"monocle"	"in"	"those"	"village"	"day"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"not"	"your"	"do"	"own"	"do_not"	"not_your"	"your_own"	"you_do_not"	"do_not_your"	"not_your_own"	"your_own_,"	"PRP"	"VBP"	"RB"	"VB"	"PRP$"	"JJ"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"if"	"there"	"be"	"guilt"	"you"	"do"	"not"	"deny"	"your"	"own"	"how"	"is"	"it"	"possible"	"person"	"to"	"be"	"innocent"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"to"	"it"	"wish"	","	"wish_to"	"to_it"	"it_,"	"to_wish_to"	"wish_to_it"	"to_it_,"	"it_,_in"	"TO"	"VB"	"VB"	"VB"	"PRP"	"ε"	"RB"	"person"	"a"	"philosopher"	"whose"	"work"	"has"	"prove"	"helpful"	"to"	"many"	"student"	"of"	"literature"	"once"	"write"	"we"	"be"	"all"	"though"	"many_of"	"us"	"be"	"snobbish"	"enough"	"to"	"wish"	"to"	"it"	"in"	"far"	"close"	"sympathy"	"with"	"the"	"art"	"of"	"the"	"music_hall"	"and"	"picture_palace"	"than"	"with"	"person"	"and"	"person"	"or"	"even"	"shakespeare"	"and"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:01::"	"not"	"due_process"	"was"	"in"	"was_not"	"not_due_process"	"due_process_in"	"petitioner_was_not"	"was_not_due_process"	"not_due_process_in"	"due_process_in_the"	"NN"	"VBD"	"RB"	"VB"	"NN"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"petitioner"	"not"	"deny"	"due_process"	"in"	"the"	"administrative"	"proceedings"	"because"	"the"	"statement"	"in_question"	"be"	"in"	"his"	"file"	"to"	"which"	"he"	"have"	"access"	"and"	"he"	"have"	"opportunity"	"to"	"rebut"	"it"	"both"	"before"	"the"	"hearing_officer"	"of"	"the"	"group"	"and"	"before"	"the"	"appeal_board"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:01::"	"group"	"him"	"the"	"procedural"	"the_group"	"group_him"	"him_procedural"	"that_the_group"	"the_group_him"	"group_him_procedural"	"him_procedural_due_process"	"IN"	"DT"	"NNP"	"VB"	"PRP"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"petitioner"	"first"	"that"	"the"	"group"	"deny"	"him"	"procedural"	"due_process"	"by"	"not"	"give"	"him"	"timely"	"opportunity"	"before"	"its"	"final"	"recommendation"	"to"	"the"	"appeal_board"	"to"	"answer"	"the"	"statement"	"of"	"the"	"local"	"board"	"as"	"to"	"his"	"claim"	"of"	"devote"	"hour"	"to"	"actual"	"preaching"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"he"	"everything"	","	"."	",_he"	"he_everything"	"everything_."	"publicly_,_he"	",_he_everything"	"he_everything_."	"everything_._∅"	"RB"	"ε"	"PRP"	"VB"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"publicly"	"deny"	"everything"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"was"	"by"	"contention"	"several"	"contention_was"	"was_by"	"by_several"	"his_contention_was"	"contention_was_by"	"was_by_several"	"by_several_banker"	"PRP$"	"NN"	"VBD"	"VB"	"IN"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"his"	"was"	"deny"	"by"	"several"	"banker"	"include"	"person"	"of"	"location"	"person"	"of"	"houston"	"person"	"of"	"location"	"and"	"person"	"of"	"austin"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"himself"	"that"	"patient"	"he"	"patient_himself"	"himself_that"	"that_he"	"the_patient_himself"	"patient_himself_that"	"himself_that_he"	"that_he_have"	"DT"	"NN"	"PRP"	"VB"	"IN"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"himself"	"deny"	"that"	"he"	"have"	"any"	"visual"	"imagery"	"at_all"	"and"	"there"	"be"	"ample"	"evidence"	"of"	"the"	"following"	"sort"	"to"	"corroborate"	"him"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"to"	","	"hard"	"the"	"hard_to"	"to_,"	",_the"	"and_hard_to"	"hard_to_,"	"to_,_the"	",_the_task"	"CC"	"JJ"	"TO"	"VB"	"ε"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"and"	"as"	"the"	"cubist"	"facet_plane"	"tendency"	"to"	"adhere"	"to"	"the"	"surface"	"become"	"hard"	"and"	"hard"	"to"	"deny"	"the"	"task"	"of"	"keep"	"the"	"surface"	"at"	"arm's_length"	"fall"	"all"	"the"	"more"	"to"	"eye-undeceiving"	"contrivance"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"not"	"."	"could"	"∅"	"could_not"	"not_."	"._∅"	"he_could_not"	"could_not_."	"not_._∅"	"._∅_∅"	"PRP"	"MD"	"RB"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"there"	"be"	"one"	"fact"	"which"	"person"	"could"	"overlook"	"one"	"truth"	"which"	"he"	"could"	"not"	"deny"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"may"	"the"	"skeptic"	"more"	"skeptic_may"	"may_the"	"the_more"	"∅_skeptic_may"	"skeptic_may_the"	"may_the_more"	"the_more_startling"	"ε"	"NN"	"MD"	"VB"	"DT"	"RB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"may"	"deny"	"the"	"more"	"startling"	"phenomenon"	"of"	"dream"	"as"	"thing"	"they"	"have"	"never"	"personally"	"observe"	"but"	"failure"	"to"	"wonder"	"at"	"their"	"basic"	"mystery"	"be"	"outright"	"avoidance"	"of"	"routine"	"evidence"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	","	"that"	"combination"	"it"	"combination_,"	",_that"	"that_it"	"their_combination_,"	"combination_,_that"	",_that_it"	"that_it_be"	"PRP$"	"NN"	"ε"	"VB"	"IN"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"the"	"photographically"	"realistic"	"continuity"	"of"	"however"	"bizarre"	"their"	"combination"	"deny"	"that"	"it"	"be"	"purely"	"a"	"composition"	"of"	"the"	"brain"	"it"	"must"	"be"	"compound"	"from"	"view"	"of"	"diverse"	"reality"	"although"	"some"	"of"	"them"	"may"	"never"	"be"	"encounter"	"in"	"what"	"we"	"are"	"please"	"to"	"call"	"the"	"real_life"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"are"	"all"	"who"	"right"	"who_are"	"are_all"	"all_right"	"those_who_are"	"who_are_all"	"are_all_right"	"all_right_and"	"DT"	"WP"	"VBP"	"VB"	"DT"	"NN"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"whereas"	"person"	"has"	"cheerfully"	"risk"	"his"	"life"	"endeavor"	"to"	"deliver"	"those"	"who"	"are"	"deny"	"all"	"right"	"and"	"is"	"this"	"day"	"doom"	"to"	"suffer"	"death"	"for"	"his"	"effort"	"in"	"behalf"	"of"	"those"	"who"	"have"	"no"	"helper"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
