"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"
"4:02:04::"	"he"	"consider"	"had"	"the"	"had_he"	"he_consider"	"consider_the"	",_had_he"	"had_he_consider"	"he_consider_the"	"consider_the_,"	"ε"	"VBD"	"PRP"	"RB"	"VB"	"DT"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"not"	"once"	"in"	"the"	"time"	"that"	"had"	"know"	"her"	"had"	"he"	"ever"	"consider"	"the"	"not"	"once"	"not"	"for"	"one"	"one-thousandth"	"of"	"a"	"second"	"of"	"her"	"infidelity"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:04::"	"or"	","	"-"	"probably"	"-_or"	"or_,"	",_probably"	"able_-_or"	"-_or_,"	"or_,_probably"	",_probably_,"	"JJ"	"ε"	"CC"	"RB"	"ε"	"RB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"this"	"be"	"the"	"story"	"of"	"his"	"last"	"voyage"	"as_nearly_as"	"we"	"be"	"able"	"or"	"ever"	"probably"	"will"	"be"	"able"	"to"	"determine"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:04::"	"level"	"see"	"low"	"in"	"low_level"	"level_see"	"see_in"	"the_low_level"	"low_level_see"	"level_see_in"	"see_in_wyoming"	"DT"	"JJ"	"NN"	"RB"	"VB"	"IN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"by"	"rustling"	"losses"	"had"	"been"	"drive"	"to"	"the"	"low"	"level"	"ever"	"see"	"in"	"wyoming"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:04::"	"he"	"have"	"instruction"	"-"	"instruction_he"	"he_have"	"have_-"	"professional_instruction_he"	"instruction_he_have"	"he_have_-"	"have_-_and"	"JJ"	"NN"	"PRP"	"RB"	"VB"	"ε"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"except"	"for"	"a"	"rich"	"friendship"	"with"	"the"	"painter"	"who"	"give"	"him"	"the"	"only"	"professional"	"instruction"	"he"	"ever"	"have"	"and"	"this"	"was"	"limit"	"to"	"a_few"	"lesson"	"though"	"the"	"two"	"artist"	"often"	"go"	"on"	"painting"	"trip"	"together"	"person"	"develop"	"his"	"art"	"by"	"himself"	
"4:02:00::"	"for"	","	"sinner"	"nor"	"sinner_for"	"for_,"	",_nor"	"a_sinner_for"	"sinner_for_,"	"for_,_nor"	",_nor_that"	"DT"	"NN"	"IN"	"RB"	"ε"	"CC"	"IN"	"he"	"god"	"drive_out"	"him"	"man"	"out"	"of"	"paradise"	"and"	"remove"	"him"	"far"	"from"	"the"	"tree"	"of"	"life"	"not"	"because"	"he"	"envy"	"him"	"the"	"tree"	"of"	"life"	"as"	"some"	"venture"	"to"	"assert"	"but"	"because"	"he"	"pity"	"him"	"and"	"not"	"desire"	"that"	"he"	"should"	"continue"	"a"	"sinner"	"for"	"ever"	"that"	"the"	"sin"	"which"	"surround"	"him"	"should"	"be"	"immortal"	"and"	"evil"	"interminable"	"and"	"irremediable"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:04::"	"he"	"visit"	"did"	"here"	"did_he"	"he_visit"	"visit_here"	"``_did_he"	"did_he_visit"	"he_visit_here"	"visit_here_when"	"ε"	"VBD"	"PRP"	"RB"	"VB"	"RB"	"WRB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"did"	"ever"	"visit"	"here"	"when"	"he"	"be"	"a"	"kid"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:04::"	"have"	"taste"	"you"	"."	"you_have"	"have_taste"	"taste_."	"fruit_you_have"	"you_have_taste"	"have_taste_."	"taste_._∅"	"NN"	"PRP"	"VBP"	"RB"	"VB"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"you"	"will"	"find"	"that"	"avocado"	"unlike"	"any"	"fruit"	"you"	"have"	"ever"	"taste"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:04::"	"have"	"exist"	"or"	"in_theory"	"or_have"	"have_exist"	"exist_in_theory"	"exist_or_have"	"or_have_exist"	"have_exist_in_theory"	"exist_in_theory_or"	"VB"	"CC"	"VBP"	"RB"	"VB"	"RB"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"although"	"utopian"	"communism"	"be"	"both"	"new"	"in"	"and"	"also"	"modern"	"it"	"be"	"not"	"communism"	"or"	"even"	"modern"	"socialism"	"as"	"they"	"exist"	"or"	"have"	"ever"	"exist"	"in_theory"	"or"	"in_practice"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:04::"	"he"	"show"	"before"	","	"before_he"	"he_show"	"show_,"	"him_before_he"	"before_he_show"	"he_show_,"	"show_,_and"	"PRP"	"IN"	"PRP"	"RB"	"VB"	"ε"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"we"	"hear"	"before"	"he"	"ever"	"show"	"and"	"we"	"hear"	"him"	"yell"	"after"	"he"	"be"	"out_of_sight"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"∅"	"since"	"∅"	"he"	"∅_∅"	"∅_since"	"since_he"	"∅_∅_∅"	"∅_∅_since"	"∅_since_he"	"since_he_had"	"ε"	"ε"	"ε"	"RB"	"IN"	"PRP"	"VBD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"since"	"he"	"had"	"first"	"begin"	"to"	"study"	"music"	"and"	"to"	"teach"	"it"	"rousseau"	"had"	"dream"	"of"	"pierce"	"through"	"to"	"fame"	"as"	"the"	"result"	"of"	"a"	"successful"	"opera"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:04::"	"take_on"	"more"	","	"importance"	",_take_on"	"take_on_more"	"more_importance"	"unperformed_,_take_on"	",_take_on_more"	"take_on_more_importance"	"more_importance_."	"JJ"	"ε"	"VB"	"RB"	"JJ"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"back_and_forth"	"person"	"had_to"	"go"	"between"	"person"	"and"	"person"	"and"	"between"	"the"	"person"	"and"	"person"	"as"	"his"	"little"	"operetta"	"the_village_soothsayer"	"though"	"still"	"unperformed"	"take_on"	"ever"	"more"	"importance"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:04::"	"than"	"."	"comfortably"	"∅"	"comfortably_than"	"than_."	"._∅"	"more_comfortably_than"	"comfortably_than_."	"than_._∅"	"._∅_∅"	"RB"	"RB"	"IN"	"RB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"child"	"look"	"at"	"each"	"and"	"their"	"bottom"	"down"	"even"	"more"	"comfortably"	"than"	"ever"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:04::"	"tune"	"invent"	"soft-shoe"	","	"soft-shoe_tune"	"tune_invent"	"invent_,"	"finest_soft-shoe_tune"	"soft-shoe_tune_invent"	"tune_invent_,"	"invent_,_``"	"JJ"	"NN"	"NN"	"RB"	"VB"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"one"	"of"	"finest"	"soft-shoe"	"tune"	"ever"	"invent"	"once_in_love_with_amy"	"be"	"also"	"of_course"	"one"	"of"	"the"	"most"	"tantalizingly"	"persistent"	"of"	"light"	"love_lyric"	"to"	"come_out"	"of"	"american"	"musical_comedy"	"in"	"our"	"era"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:04::"	"would"	"play"	"person"	"much"	"person_would"	"would_play"	"play_much"	"doubt_person_would"	"person_would_play"	"would_play_much"	"play_much_for"	"VB"	"NNP"	"MD"	"RB"	"VB"	"JJ"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"recall"	"that"	"he"	"once"	"person"	"that"	"he"	"doubt"	"person"	"would"	"ever"	"play"	"much"	"for"	"him"	"because"	"he"	"seem"	"to"	"be"	"lacking"	"in"	"all"	"of"	"the"	"accepted"	"basketball"	"skill"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:04::"	"most"	"use"	"the"	"by"	"the_most"	"most_use"	"use_by"	",_the_most"	"the_most_use"	"most_use_by"	"use_by_one"	"ε"	"RB"	"JJ"	"RB"	"VB"	"IN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"with"	"person"	"and"	"person"	"both"	"out_of_action"	"due_to"	"injury"	"the"	"group"	"champ"	"still"	"mount"	"a"	"attack"	"against"	"a"	"parade"	"of"	"eight"	"group"	"pitcher"	"the"	"most"	"ever"	"use"	"by"	"one"	"team"	"in"	"a"	"series"	"game"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:04::"	"had"	"see"	"he"	"."	"he_had"	"had_see"	"see_."	"expression_he_had"	"he_had_see"	"had_see_."	"see_._∅"	"NN"	"PRP"	"VBD"	"RB"	"VB"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"see"	"the"	"surprise"	"in"	"her"	"face"	"and"	"as_though"	"it"	"be"	"the"	"funny"	"expression"	"he"	"had"	"ever"	"see"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:04::"	"who"	"flub"	"duffer"	"a"	"duffer_who"	"who_flub"	"flub_a"	"every_duffer_who"	"duffer_who_flub"	"who_flub_a"	"flub_a_shot"	"DT"	"NN"	"WP"	"RB"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"but"	"he"	"also"	"achieve"	"something"	"endear"	"him"	"to"	"every"	"duffer"	"who"	"ever"	"flub"	"a"	"shot"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:04::"	"i"	"see"	"election"	"in_this"	"election_i"	"i_see"	"see_in_this"	"cool_election_i"	"election_i_see"	"i_see_in_this"	"see_in_this_county"	"JJ"	"NN"	"PRP"	"RB"	"VB"	"RB"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"after"	"a"	"long"	"hot"	"controversy"	"location"	"have"	"a"	"new"	"school_superintendent"	"elect"	"as"	"a"	"put"	"it"	"in"	"the"	"cool"	"election"	"i"	"ever"	"see"	"in_this"	"county"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
